 1000  5.0000E+02
    i  x                       den                     ener                    pres                    vel                     cs
  369  3.6836836836836837E-01  5.3493384378469433E+01  3.8562328084112115E-06  1.3752196258213708E-04  1.7710375438167612E-04  2.0699524440085337E-03
  370  3.6936936936936937E-01  5.4155698367623250E+01  3.8094747751565110E-06  1.3753651124163028E-04  1.7759013526088024E-04  2.0573647586594608E-03
  371  3.7037037037037037E-01  5.4824477933648905E+01  3.7634087681287486E-06  1.3755128064238360E-04  1.7807662101839010E-04  2.0448876003147048E-03
  372  3.7137137137137137E-01  5.5499771207550498E+01  3.7180227207513418E-06  1.3756627356411593E-04  1.7856321322767199E-04  2.0325197062735653E-03
  373  3.7237237237237237E-01  5.6181626621518084E+01  3.6733048085833504E-06  1.3758149281523784E-04  1.7904991348146441E-04  2.0202598316342465E-03
  374  3.7337337337337337E-01  5.6870092911703541E+01  3.6292434438275352E-06  1.3759694123310858E-04  1.7953672339196136E-04  2.0081067489961604E-03
  375  3.7437437437437437E-01  5.7565219121040471E+01  3.5858272699772649E-06  1.3761262168429574E-04  1.8002364459099688E-04  1.9960592481679900E-03
  376  3.7537537537537538E-01  5.8267054602108819E+01  3.5430451565984032E-06  1.3762853706483757E-04  1.8051067873023079E-04  1.9841161358813885E-03
  377  3.7637637637637638E-01  5.8975649020044943E+01  3.5008861942424216E-06  1.3764469030050797E-04  1.8099782748133575E-04  1.9722762355101900E-03
  378  3.7737737737737738E-01  5.9691052355497840E+01  3.4593396894871025E-06  1.3766108434708419E-04  1.8148509253618553E-04  1.9605383867950102E-03
  379  3.7837837837837838E-01  6.0413314907632274E+01  3.4183951601013040E-06  1.3767772219061742E-04  1.8197247560704452E-04  1.9489014455731220E-03
  380  3.7937937937937938E-01  6.1142487297179538E+01  3.3780423303303637E-06  1.3769460684770602E-04  1.8245997842675853E-04  1.9373642835134898E-03
  381  3.8038038038038038E-01  6.1878620469536627E+01  3.3382711262988267E-06  1.3771174136577178E-04  1.8294760274894688E-04  1.9259257878568504E-03
  382  3.8138138138138138E-01  6.2621765697914571E+01  3.2990716715272758E-06  1.3772912882333897E-04  1.8343535034819570E-04  1.9145848611607327E-03
  383  3.8238238238238238E-01  6.3371974586536718E+01  3.2604342825601444E-06  1.3774677233031637E-04  1.8392322302025260E-04  1.9033404210493089E-03
  384  3.8338338338338338E-01  6.4129299073887762E+01  3.2223494647014823E-06  1.3776467502828234E-04  1.8441122258222246E-04  1.8921913999679732E-03
  385  3.8438438438438438E-01  6.4893791436014314E+01  3.1848079078557364E-06  1.3778284009077284E-04  1.8489935087276471E-04  1.8811367449425469E-03
  386  3.8538538538538539E-01  6.5665504289877834E+01  3.1478004824706947E-06  1.3780127072357262E-04  1.8538760975229175E-04  1.8701754173430110E-03
  387  3.8638638638638639E-01  6.6444490596760768E+01  3.1113182355798284E-06  1.3781997016500948E-04  1.8587600110316870E-04  1.8593063926516697E-03
  388  3.8738738738738739E-01  6.7230803665726706E+01  3.0753523869413459E-06  1.3783894168625175E-04  1.8636452682991447E-04  1.8485286602356499E-03
  389  3.8838838838838839E-01  6.8024497157135447E+01  3.0398943252713546E-06  1.3785818859160897E-04  1.8685318885940413E-04  1.8378412231236453E-03
  390  3.8938938938938939E-01  6.8825625086213824E+01  3.0049356045686009E-06  1.3787771421883587E-04  1.8734198914107257E-04  1.8272430977868152E-03
  391  3.9039039039039039E-01  6.9634241826683169E+01  2.9704679405283341E-06  1.3789752193943970E-04  1.8783092964711946E-04  1.8167333139237502E-03
  392  3.9139139139139139E-01  7.0450402114444330E+01  2.9364832070429124E-06  1.3791761515899085E-04  1.8832001237271555E-04  1.8063109142494184E-03
  393  3.9239239239239239E-01  7.1274161051321142E+01  2.9029734327868363E-06  1.3793799731743705E-04  1.8880923933621029E-04  1.7959749542880096E-03
  394  3.9339339339339339E-01  7.2105574108863276E+01  2.8699307978839649E-06  1.3795867188942090E-04  1.8929861257934075E-04  1.7857245021695956E-03
  395  3.9439439439439439E-01  7.2944697132209411E+01  2.8373476306547352E-06  1.3797964238460109E-04  1.8978813416744188E-04  1.7755586384305255E-03
  396  3.9539539539539540E-01  7.3791586344011687E+01  2.8052164044412653E-06  1.3800091234797710E-04  1.9027780618965811E-04  1.7654764558174800E-03
  397  3.9639639639639640E-01  7.4646298348422402E+01  2.7735297345082872E-06  1.3802248536021759E-04  1.9076763075915626E-04  1.7554770590951077E-03
  398  3.9739739739739740E-01  7.5508890135143941E+01  2.7422803750179119E-06  1.3804436503799256E-04  1.9125761001333979E-04  1.7455595648571683E-03
  399  3.9839839839839840E-01  7.6379419083542948E+01  2.7114612160762876E-06  1.3806655503430919E-04  1.9174774611406444E-04  1.7357231013411121E-03
  400  3.9939939939939940E-01  7.7257942966829745E+01  2.6810652808502668E-06  1.3808905903885153E-04  1.9223804124785514E-04  1.7259668082460228E-03
  401  4.0040040040040040E-01  7.8144519956304039E+01  2.6510857227522540E-06  1.3811188077832416E-04  1.9272849762612434E-04  1.7162898365538555E-03
  402  4.0140140140140140E-01  7.9039208625667968E+01  2.6215158226914544E-06  1.3813502401679965E-04  1.9321911748539164E-04  1.7066913483539022E-03
  403  4.0240240240240240E-01  7.9942067955407555E+01  2.5923489863897996E-06  1.3815849255607018E-04  1.9370990308750481E-04  1.6971705166704178E-03
  404  4.0340340340340340E-01  8.0853157337243647E+01  2.5635787417608694E-06  1.3818229023600312E-04  1.9420085671986214E-04  1.6877265252933438E-03
  405  4.0440440440440440E-01  8.1772536578653450E+01  2.5351987363501822E-06  1.3820642093490086E-04  1.9469198069563618E-04  1.6783585686120639E-03
  406  4.0540540540540541E-01  8.2700265907463775E+01  2.5072027348352678E-06  1.3823088856986470E-04  1.9518327735399885E-04  1.6690658514521322E-03
  407  4.0640640640640641E-01  8.3636405976517135E+01  2.4795846165839846E-06  1.3825569709716315E-04  1.9567474906034789E-04  1.6598475889149129E-03
  408  4.0740740740740741E-01  8.4581017868411847E+01  2.4523383732695846E-06  1.3828085051260452E-04  1.9616639820653469E-04  1.6507030062200720E-03
  409  4.0840840840840841E-01  8.5534163100317318E+01  2.4254581065410711E-06  1.3830635285191387E-04  1.9665822721109351E-04  1.6416313385508640E-03
  410  4.0940940940940941E-01  8.6495903628865710E+01  2.3989380257474377E-06  1.3833220819111450E-04  1.9715023851947211E-04  1.6326318309021575E-03
  411  4.1041041041041041E-01  8.7466301855121192E+01  2.3727724457144122E-06  1.3835842064691397E-04  1.9764243460426366E-04  1.6237037379311440E-03
  412  4.1141141141141141E-01  8.8445420629628018E+01  2.3469557845723720E-06  1.3838499437709473E-04  1.9813481796544014E-04  1.6148463238106770E-03
  413  4.1241241241241241E-01  8.9433323257538689E+01  2.3214825616341309E-06  1.3841193358090948E-04  1.9862739113058708E-04  1.6060588620851876E-03
  414  4.1341341341341341E-01  9.0430073503823459E+01  2.2963473953213348E-06  1.3843924249948124E-04  1.9912015665513966E-04  1.5973406355291267E-03
  415  4.1441441441441441E-01  9.1435735598562506E+01  2.2715450011382404E-06  1.3846692541620835E-04  1.9961311712262030E-04  1.5886909360078821E-03
  416  4.1541541541541542E-01  9.2450374242322052E+01  2.2470701896916801E-06  1.3849498665717430E-04  2.0010627514487753E-04  1.5801090643411227E-03
  417  4.1641641641641642E-01  9.3474054611615806E+01  2.2229178647560555E-06  1.3852343059156263E-04  2.0059963336232632E-04  1.5715943301685202E-03
  418  4.1741741741741742E-01  9.4506842364453063E+01  2.1990830213822280E-06  1.3855226163207693E-04  2.0109319444418977E-04  1.5631460518178034E-03
  419  4.1841841841841842E-01  9.5548803645974858E+01  2.1755607440492094E-06  1.3858148423536593E-04  2.0158696108874229E-04  1.5547635561750966E-03
  420  4.1941941941941942E-01  9.6600005094179581E+01  2.1523462048575852E-06  1.3861110290245389E-04  2.0208093602355405E-04  1.5464461785574999E-03
  421  4.2042042042042042E-01  9.7660513845739475E+01  2.1294346617636295E-06  1.3864112217917634E-04  2.0257512200573692E-04  1.5381932625878647E-03
  422  4.2142142142142142E-01  9.8730397541909483E+01  2.1068214568531031E-06  1.3867154665662119E-04  2.0306952182219183E-04  1.5300041600717239E-03
  423  4.2242242242242242E-01  9.9809724334529907E+01  2.0845020146537505E-06  1.3870238097157538E-04  2.0356413828985743E-04  1.5218782308763335E-03
  424  4.2342342342342342E-01  1.0089856289212440E+02  2.0624718404855385E-06  1.3873362980697713E-04  2.0405897425596032E-04  1.5138148428117836E-03
  425  4.2442442442442442E-01  1.0199698240609483E+02  2.0407265188477072E-06  1.3876529789237383E-04  2.0455403259826651E-04  1.5058133715141415E-03
  426  4.2542542542542543E-01  1.0310505259701448E+02  2.0192617118417264E-06  1.3879739000438580E-04  2.0504931622533447E-04  1.4978732003305837E-03
  427  4.2642642642642643E-01  1.0422284372102135E+02  1.9980731576292763E-06  1.3882991096717582E-04  2.0554482807676942E-04  1.4899937202064818E-03
  428  4.2742742742742743E-01  1.0535042657631295E+02  1.9771566689243953E-06  1.3886286565292467E-04  2.0604057112347916E-04  1.4821743295744021E-03
  429  4.2842842842842843E-01  1.0648787250974439E+02  1.9565081315189593E-06  1.3889625898231277E-04  2.0653654836793125E-04  1.4744144342449835E-03
  430  4.2942942942942943E-01  1.0763525342353135E+02  1.9361235028406807E-06  1.3893009592500793E-04  2.0703276284441162E-04  1.4667134472996576E-03
  431  4.3043043043043043E-01  1.0879264178205962E+02  1.9159988105428361E-06  1.3896438150015940E-04  2.0752921761928457E-04  1.4590707889851740E-03
  432  4.3143143143143143E-01  1.0996011061880294E+02  1.8961301511249527E-06  1.3899912077689822E-04  2.0802591579125424E-04  1.4514858866098993E-03
  433  4.3243243243243243E-01  1.1113773354335093E+02  1.8765136885837033E-06  1.3903431887484416E-04  2.0852286049162741E-04  1.4439581744418528E-03
  434  4.3343343343343343E-01  1.1232558474854886E+02  1.8571456530932826E-06  1.3906998096461909E-04  2.0902005488457780E-04  1.4364870936084485E-03
  435  4.3443443443443443E-01  1.1352373901775097E+02  1.8380223397145511E-06  1.3910611226836715E-04  2.0951750216741168E-04  1.4290720919979087E-03
  436  4.3543543543543544E-01  1.1473227173218943E+02  1.8191401071322583E-06  1.3914271806028164E-04  2.1001520557083500E-04  1.4217126241623197E-03
  437  4.3643643643643644E-01  1.1595125887846050E+02  1.8004953764196689E-06  1.3917980366713882E-04  2.1051316835922181E-04  1.4144081512222972E-03
  438  4.3743743743743744E-01  1.1718077705613011E+02  1.7820846298299384E-06  1.3921737446883878E-04  2.1101139383088424E-04  1.4071581407732310E-03
  439  4.3843843843843844E-01  1.1842090348546047E+02  1.7639044096135980E-06  1.3925543589895336E-04  2.1150988531834369E-04  1.3999620667930805E-03
  440  4.3943943943943944E-01  1.1967171601526005E+02  1.7459513168615272E-06  1.3929399344528134E-04  2.1200864618860362E-04  1.3928194095516903E-03
  441  4.4044044044044044E-01  1.2093329313085857E+02  1.7282220103728087E-06  1.3933305265041107E-04  2.1250767984342359E-04  1.3857296555215991E-03
  442  4.4144144144144144E-01  1.2220571396220934E+02  1.7107132055468750E-06  1.3937261911229043E-04  2.1300698971959480E-04  1.3786922972903123E-03
  443  4.4244244244244244E-01  1.2348905829212079E+02  1.6934216732993717E-06  1.3941269848480457E-04  2.1350657928921695E-04  1.3717068334740124E-03
  444  4.4344344344344344E-01  1.2478340656461956E+02  1.6763442390011788E-06  1.3945329647836126E-04  2.1400645205997657E-04  1.3647727686326797E-03
  445  4.4444444444444444E-01  1.2608883989344699E+02  1.6594777814400431E-06  1.3949441886048415E-04  2.1450661157542666E-04  1.3578896131865977E-03
  446  4.4544544544544545E-01  1.2740544007069153E+02  1.6428192318042904E-06  1.3953607145641402E-04  2.1500706141526780E-04  1.3510568833342167E-03
  447  4.4644644644644645E-01  1.2873328957555897E+02  1.6263655726881015E-06  1.3957826014971813E-04  2.1550780519563053E-04  1.3442741009713514E-03
  448  4.4744744744744745E-01  1.3007247158328311E+02  1.6101138371178445E-06  1.3962099088290785E-04  2.1600884656935927E-04  1.3375407936116875E-03
  449  4.4844844844844845E-01  1.3142306997417879E+02  1.5940611075989747E-06  1.3966426965806468E-04  2.1651018922629743E-04  1.3308564943085732E-03
  450  4.4944944944944945E-01  1.3278516934283999E+02  1.5782045151830209E-06  1.3970810253747475E-04  2.1701183689357406E-04  1.3242207415780720E-03
  451  4.5045045045045045E-01  1.3415885500748510E+02  1.5625412385541924E-06  1.3975249564427207E-04  2.1751379333589172E-04  1.3176330793232540E-03
  452  4.5145145145145145E-01  1.3554421301945207E+02  1.5470685031351513E-06  1.3979745516309054E-04  2.1801606235581580E-04  1.3110930567597029E-03
  453  4.5245245245245245E-01  1.3694133017284557E+02  1.5317835802115063E-06  1.3984298734072492E-04  2.1851864779406518E-04  1.3046002283422162E-03
  454  4.5345345345345345E-01  1.3835029401433909E+02  1.5166837860745965E-06  1.3988909848680093E-04  2.1902155352980420E-04  1.2981541536926775E-03
  455  4.5445445445445445E-01  1.3977119285313413E+02  1.5017664811821429E-06  1.3993579497445462E-04  2.1952478348093599E-04  1.2917543975290792E-03
  456  4.5545545545545546E-01  1.4120411577107948E+02  1.4870290693363576E-06  1.3998308324102108E-04  2.2002834160439714E-04  1.2854005295956751E-03
  457  4.5645645645645646E-01  1.4264915263295292E+02  1.4724689968791100E-06  1.4003096978873283E-04  2.2053223189645370E-04  1.2790921245942417E-03
  458  4.5745745745745746E-01  1.4410639409690827E+02  1.4580837519037590E-06  1.4007946118542782E-04  2.2103645839299846E-04  1.2728287621164300E-03
  459  4.5845845845845846E-01  1.4557593162509046E+02  1.4438708634832718E-06  1.4012856406526741E-04  2.2154102516984957E-04  1.2666100265771852E-03
  460  4.5945945945945946E-01  1.4705785749442142E+02  1.4298279009142571E-06  1.4017828512946436E-04  2.2204593634305047E-04  1.2604355071492186E-03
  461  4.6046046046046046E-01  1.4855226480755965E+02  1.4159524729765510E-06  1.4022863114702104E-04  2.2255119606917107E-04  1.2543047976985104E-03
  462  4.6146146146146146E-01  1.5005924750403642E+02  1.4022422272080033E-06  1.4027960895547804E-04  2.2305680854561023E-04  1.2482174967208254E-03
  463  4.6246246246246246E-01  1.5157890037157153E+02  1.3886948491941195E-06  1.4033122546167334E-04  2.2356277801089955E-04  1.2421732072792245E-03
  464  4.6346346346346346E-01  1.5311131905757164E+02  1.3753080618722223E-06  1.4038348764251221E-04  2.2406910874500834E-04  1.2361715369425530E-03
  465  4.6446446446446446E-01  1.5465660008081424E+02  1.3620796248498069E-06  1.4043640254574806E-04  2.2457580506964991E-04  1.2302120977248900E-03
  466  4.6546546546546547E-01  1.5621484084332047E+02  1.3490073337367692E-06  1.4048997729077434E-04  2.2508287134858903E-04  1.2242945060259395E-03
  467  4.6646646646646647E-01  1.5778613964241981E+02  1.3360890194911962E-06  1.4054421906942777E-04  2.2559031198795070E-04  1.2184183825723486E-03
  468  4.6746746746746747E-01  1.5937059568301004E+02  1.3233225477784151E-06  1.4059913514680302E-04  2.2609813143653005E-04  1.2125833523599362E-03
  469  4.6846846846846847E-01  1.6096830909001573E+02  1.3107058183430034E-06  1.4065473286207906E-04  2.2660633418610346E-04  1.2067890445968147E-03
  470  4.6946946946946947E-01  1.6257938092104862E+02  1.2982367643934727E-06  1.4071101962935737E-04  2.2711492477174089E-04  1.2010350926473903E-03
  471  4.7047047047047047E-01  1.6420391317927322E+02  1.2859133519993432E-06  1.4076800293851224E-04  2.2762390777211936E-04  1.1953211339772269E-03
  472  4.7147147147147147E-01  1.6584200882648134E+02  1.2737335795003329E-06  1.4082569035605326E-04  2.2813328780983757E-04  1.1896468100987569E-03
  473  4.7247247247247247E-01  1.6749377179637893E+02  1.2616954769273948E-06  1.4088408952600037E-04  2.2864306955173167E-04  1.1840117665178252E-03
  474  4.7347347347347347E-01  1.6915930700808889E+02  1.2497971054353382E-06  1.4094320817077148E-04  2.2915325770919216E-04  1.1784156526810518E-03
  475  4.7447447447447447E-01  1.7083872037987358E+02  1.2380365567467802E-06  1.4100305409208312E-04  2.2966385703848185E-04  1.1728581219239986E-03
  476  4.7547547547547548E-01  1.7253211884308077E+02  1.2264119526071760E-06  1.4106363517186403E-04  2.3017487234105497E-04  1.1673388314201266E-03
  477  4.7647647647647648E-01  1.7423961035631688E+02  1.2149214442506860E-06  1.4112495937318220E-04  2.3068630846387731E-04  1.1618574421305290E-03
  478  4.7747747747747748E-01  1.7596130391985133E+02  1.2035632118766415E-06  1.4118703474118543E-04  2.3119817029974737E-04  1.1564136187544286E-03
  479  4.7847847847847848E-01  1.7769730959025615E+02  1.1923354641363765E-06  1.4124986940405564E-04  2.3171046278761859E-04  1.1510070296804237E-03
  480  4.7947947947947948E-01  1.7944773849528469E+02  1.1812364376302001E-06  1.4131347157397721E-04  2.3222319091292258E-04  1.1456373469384727E-03
  481  4.8048048048048048E-01  1.8121270284899372E+02  1.1702643964142879E-06  1.4137784954811957E-04  2.3273635970789330E-04  1.1403042461526017E-03
  482  4.8148148148148148E-01  1.8299231596711307E+02  1.1594176315172767E-06  1.4144301170963425E-04  2.3324997425189221E-04  1.1350074064943251E-03
  483  4.8248248248248248E-01  1.8478669228266710E+02  1.1486944604663520E-06  1.4150896652866674E-04  2.3376403967173438E-04  1.1297465106367653E-03
  484  4.8348348348348348E-01  1.8659594736185234E+02  1.1380932268226228E-06  1.4157572256338321E-04  2.3427856114201546E-04  1.1245212447094605E-03
  485  4.8448448448448448E-01  1.8842019792017583E+02  1.1276122997255821E-06  1.4164328846101256E-04  2.3479354388543961E-04  1.1193312982538489E-03
  486  4.8548548548548549E-01  1.9025956183885860E+02  1.1172500734464589E-06  1.4171167295890391E-04  2.3530899317314821E-04  1.1141763641794173E-03
  487  4.8648648648648649E-01  1.9211415818150897E+02  1.1070049669502678E-06  1.4178088488559991E-04  2.3582491432504945E-04  1.1090561387205027E-03
  488  4.8748748748748749E-01  1.9398410721107045E+02  1.0968754234663714E-06  1.4185093316192593E-04  2.3634131271014872E-04  1.1039703213937368E-03
  489  4.8848848848848849E-01  1.9586953040704885E+02  1.0868599100673725E-06  1.4192182680209574E-04  2.3685819374687973E-04  1.0989186149561216E-03
  490  4.8948948948948949E-01  1.9777055048302372E+02  1.0769569172561567E-06  1.4199357491483356E-04  2.3737556290343645E-04  1.0939007253637257E-03
  491  4.9049049049049049E-01  1.9968729140444891E+02  1.0671649585609128E-06  1.4206618670451311E-04  2.3789342569810569E-04  1.0889163617309912E-03
  492  4.9149149149149149E-01  2.0161987840674755E+02  1.0574825701379607E-06  1.4213967147231369E-04  2.3841178769960039E-04  1.0839652362906400E-03
  493  4.9249249249249249E-01  2.0356843801370641E+02  1.0479083103822194E-06  1.4221403861739377E-04  2.3893065452739355E-04  1.0790470643541712E-03
  494  4.9349349349349349E-01  2.0553309805617510E+02  1.0384407595451554E-06  1.4228929763808226E-04  2.3945003185205280E-04  1.0741615642729374E-03
  495  4.9449449449449449E-01  2.0751398769107539E+02  1.0290785193600507E-06  1.4236545813308777E-04  2.3996992539557548E-04  1.0693084573997921E-03
  496  4.9549549549549550E-01  2.0951123742072623E+02  1.0198202126744367E-06  1.4244252980272629E-04  2.4049034093172434E-04  1.0644874680512979E-03
  497  4.9649649649649650E-01  2.1152497911249001E+02  1.0106644830895432E-06  1.4252052245016743E-04  2.4101128428636363E-04  1.0596983234704862E-03
  498  4.9749749749749750E-01  2.1355534601874574E+02  1.0016099946066141E-06  1.4259944598269969E-04  2.4153276133779578E-04  1.0549407537901591E-03
  499  4.9849849849849850E-01  2.1560247279719512E+02  9.9265543127994532E-07  1.4267931041301494E-04  2.4205477801709841E-04  1.0502144919967251E-03
  500  4.9949949949949950E-01  2.1766649553150724E+02  9.8379949687650524E-07  1.4276012586051261E-04  2.4257734030846171E-04  1.0455192738945590E-03
  501  5.0050050050050050E-01  2.1974755175230807E+02  9.7504091454199822E-07  1.4284190255262370E-04  2.4310045424952624E-04  1.0408548380708780E-03
  502  5.0150150150150150E-01  2.2184578045852099E+02  9.6637842647323789E-07  1.4292465082615528E-04  2.4362412593172091E-04  1.0362209258611248E-03
  503  5.0250250250250250E-01  2.2396132213906443E+02  9.5781079359669808E-07  1.4300838112865537E-04  2.4414836150060125E-04  1.0316172813148500E-03
  504  5.0350350350350350E-01  2.2609431879491324E+02  9.4933679525311299E-07  1.4309310401979908E-04  2.4467316715618791E-04  1.0270436511620856E-03
  505  5.0450450450450450E-01  2.2824491396153028E+02  9.4095522888800091E-07  1.4317883017279587E-04  2.4519854915330525E-04  1.0224997847802006E-03
  506  5.0550550550550551E-01  2.3041325273167484E+02  9.3266490974798893E-07  1.4326557037581873E-04  2.4572451380192001E-04  1.0179854341612321E-03
  507  5.0650650650650651E-01  2.3259948177859474E+02  9.2446467058281844E-07  1.4335333553345525E-04  2.4625106746748012E-04  1.0135003538796831E-03
  508  5.0750750750750751E-01  2.3480374937960913E+02  9.1635336135291421E-07  1.4344213666818139E-04  2.4677821657125334E-04  1.0090443010607800E-03
  509  5.0850850850850851E-01  2.3702620544008886E+02  9.0832984894240254E-07  1.4353198492185786E-04  2.4730596759066598E-04  1.0046170353491825E-03
  510  5.0950950950950951E-01  2.3926700151784192E+02  9.0039301687746624E-07  1.4362289155725000E-04  2.4783432705964140E-04  1.0002183188781372E-03
  511  5.1051051051051051E-01  2.4152629084791107E+02  8.9254176504992711E-07  1.4371486795957107E-04  2.4836330156893837E-04  9.9584791623906954E-04
  512  5.1151151151151151E-01  2.4380422836779128E+02  8.8477500944594863E-07  1.4380792563804984E-04  2.4889289776648917E-04  9.9150559445160565E-04
  513  5.1251251251251251E-01  2.4610097074307468E+02  8.7709168187975445E-07  1.4390207622752242E-04  2.4942312235773733E-04  9.8719112293401790E-04
  514  5.1351351351351351E-01  2.4841667639353076E+02  8.6949072973226005E-07  1.4399733149004918E-04  2.4995398210597509E-04  9.8290427347408676E-04
  515  5.1451451451451451E-01  2.5075150551962981E+02  8.6197111569451773E-07  1.4409370331655689E-04  2.5048548383268037E-04  9.7864482020037268E-04
  516  5.1551551551551552E-01  2.5310562012951779E+02  8.5453181751587703E-07  1.4419120372850666E-04  2.5101763441785319E-04  9.7441253955389112E-04
  517  5.1651651651651652E-01  2.5547918406645081E+02  8.4717182775676489E-07  1.4428984487958807E-04  2.5155044080035158E-04  9.7020721026018455E-04
  518  5.1751751751751752E-01  2.5787236303669789E+02  8.3989015354599203E-07  1.4438963905744000E-04  2.5208390997822682E-04  9.6602861330178465E-04
  519  5.1851851851851852E-01  2.6028532463792034E+02  8.3268581634249409E-07  1.4449059868539854E-04  2.5261804900905790E-04  9.6187653189105892E-04
  520  5.1951951951951952E-01  2.6271823838803693E+02  8.2555785170141810E-07  1.4459273632427254E-04  2.5315286501028524E-04  9.5775075144343511E-04
  521  5.2052052052052052E-01  2.6517127575458348E+02  8.1850530904446670E-07  1.4469606467414724E-04  2.5368836515954351E-04  9.5365105955099784E-04
  522  5.2152152152152152E-01  2.6764461018457633E+02  8.1152725143441472E-07  1.4480059657621640E-04  2.5422455669499348E-04  9.4957724595645121E-04
  523  5.2252252252252252E-01  2.7013841713488891E+02  8.0462275535371427E-07  1.4490634501464357E-04  2.5476144691565279E-04  9.4552910252744164E-04
  524  5.2352352352352352E-01  2.7265287410315097E+02  7.9779091048710662E-07  1.4501332311845285E-04  2.5529904318172566E-04  9.4150642323123536E-04
  525  5.2452452452452452E-01  2.7518816065918027E+02  7.9103081950816070E-07  1.4512154416344984E-04  2.5583735291493133E-04  9.3750900410974469E-04
  526  5.2552552552552553E-01  2.7774445847695659E+02  7.8434159786966007E-07  1.4523102157417306E-04  2.5637638359883119E-04  9.3353664325489782E-04
  527  5.2652652652652653E-01  2.8032195136714835E+02  7.7772237359776155E-07  1.4534176892587660E-04  2.5691614277915452E-04  9.2958914078434649E-04
  528  5.2752752752752753E-01  2.8292082531020206E+02  7.7117228708985078E-07  1.4545379994654445E-04  2.5745663806412270E-04  9.2566629881750633E-04
  529  5.2852852852852853E-01  2.8554126849000517E+02  7.6469049091602125E-07  1.4556712851893700E-04  2.5799787712477192E-04  9.2176792145192460E-04
  530  5.2952952952952953E-01  2.8818347132813332E+02  7.5827614962410509E-07  1.4568176868267042E-04  2.5853986769527402E-04  9.1789381473997013E-04
  531  5.3053053053053053E-01  2.9084762651869268E+02  7.5192843954818558E-07  1.4579773463632939E-04  2.5908261757325572E-04  9.1404378666584047E-04
  532  5.3153153153153153E-01  2.9353392906376890E+02  7.4564654862052251E-07  1.4591504073961372E-04  2.5962613462011577E-04  9.1021764712288124E-04
  533  5.3253253253253253E-01  2.9624257630949397E+02  7.3942967618682339E-07  1.4603370151551964E-04  2.6017042676134024E-04  9.0641520789121279E-04
  534  5.3353353353353353E-01  2.9897376798274278E+02  7.3327703282479467E-07  1.4615373165255615E-04  2.6071550198681554E-04  9.0263628261565929E-04
  535  5.3453453453453453E-01  3.0172770622847129E+02  7.2718784016590864E-07  1.4627514600699722E-04  2.6126136835113931E-04  8.9888068678397573E-04
  536  5.3553553553553554E-01  3.0450459564770860E+02  7.2116133072032318E-07  1.4639795960517032E-04  2.6180803397392889E-04  8.9514823770536789E-04
  537  5.3653653653653654E-01  3.0730464333621516E+02  7.1519674770489256E-07  1.4652218764578205E-04  2.6235550704012729E-04  8.9143875448930098E-04
  538  5.3753753753753754E-01  3.1012805892382017E+02  7.0929334487420915E-07  1.4664784550228150E-04  2.6290379580030664E-04  8.8775205802459231E-04
  539  5.3853853853853854E-01  3.1297505461445079E+02  7.0345038635461701E-07  1.4677494872526185E-04  2.6345290857096881E-04  8.8408797095878357E-04
  540  5.3953953953953954E-01  3.1584584522686668E+02  6.9766714648113949E-07  1.4690351304490114E-04  2.6400285373484323E-04  8.8044631767778850E-04
  541  5.4054054054054054E-01  3.1874064823611326E+02  6.9194290963726455E-07  1.4703355437344270E-04  2.6455363974118170E-04  8.7682692428581150E-04
  542  5.4154154154154154E-01  3.2165968381570756E+02  6.8627697009753214E-07  1.4716508880771600E-04  2.6510527510605005E-04  8.7322961858553319E-04
  543  5.4254254254254254E-01  3.2460317488057074E+02  6.8066863187286983E-07  1.4729813263169867E-04  2.6565776841261654E-04  8.6965423005855856E-04
  544  5.4354354354354354E-01  3.2757134713072164E+02  6.7511720855862333E-07  1.4743270231912041E-04  2.6621112831143688E-04  8.6610058984612391E-04
  545  5.4454454454454454E-01  3.3056442909574616E+02  6.6962202318523034E-07  1.4756881453610945E-04  2.6676536352073560E-04  8.6256853073005830E-04
  546  5.4554554554554555E-01  3.3358265218005742E+02  6.6418240807148654E-07  1.4770648614388244E-04  2.6732048282668378E-04  8.5905788711399587E-04
  547  5.4654654654654655E-01  3.3662625070896196E+02  6.5879770468035436E-07  1.4784573420147844E-04  2.6787649508367289E-04  8.5556849500483492E-04
  548  5.4754754754754755E-01  3.3969546197554782E+02  6.5346726347726553E-07  1.4798657596853784E-04  2.6843340921458459E-04  8.5210019199444014E-04
  549  5.4854854854854855E-01  3.4279052628841027E+02  6.4819044379086978E-07  1.4812902890812699E-04  2.6899123421105635E-04  8.4865281724158413E-04
  550  5.4954954954954955E-01  3.4591168702023166E+02  6.4296661367618322E-07  1.4827311068960940E-04  2.6954997913374270E-04  8.4522621145412458E-04
  551  5.5055055055055055E-01  3.4905919065723202E+02  6.3779514978009028E-07  1.4841883919156426E-04  2.7010965311257201E-04  8.4182021687141352E-04
  552  5.5155155155155155E-01  3.5223328684950740E+02  6.3267543720915483E-07  1.4856623250475317E-04  2.7067026534699846E-04  8.3843467724693501E-04
  553  5.5255255255255255E-01  3.5543422846227341E+02  6.2760686939969641E-07  1.4871530893513593E-04  2.7123182510624926E-04  8.3506943783116786E-04
  554  5.5355355355355355E-01  3.5866227162803161E+02  6.2258884799008865E-07  1.4886608700693631E-04  2.7179434172956672E-04  8.3172434535466984E-04
