 1000  1.0000E+02
    i  x                       den                     ener                    pres                    vel                     cs
  371  3.7037037037037037E-01  1.4510968799149382E+03  1.5034938094244545E-06  1.4544767838848338E-03  9.8500477172348150E-04  1.2924970704563639E-03
  372  3.7137137137137137E-01  1.4794792287220377E+03  1.4866183190484133E-06  1.4662806160465325E-03  9.8929033152322363E-04  1.2852229893197580E-03
  373  3.7237237237237237E-01  1.5085483069299751E+03  1.4699965085208311E-06  1.4783738294147163E-03  9.9360462635586140E-04  1.2780177830969468E-03
  374  3.7337337337337337E-01  1.5383256183709559E+03  1.4536238420129620E-06  1.4907645304289030E-03  9.9794786435583094E-04  1.2708806404366322E-03
  375  3.7437437437437437E-01  1.5688334729378855E+03  1.4374958674468660E-06  1.5034610893736835E-03  1.0023202474080697E-03  1.2638107573907250E-03
  376  3.7537537537537538E-01  1.6000950206095418E+03  1.4216082144515107E-06  1.5164721501343227E-03  1.0067219708577137E-03  1.2568073371539096E-03
  377  3.7637637637637638E-01  1.6321342870678416E+03  1.4059565923726703E-06  1.5298066403603336E-03  1.0111532232192976E-03  1.2498695898073484E-03
  378  3.7737737737737738E-01  1.6649762109899057E+03  1.3905367883355334E-06  1.5434737820566461E-03  1.0156141858860354E-03  1.2429967320666497E-03
  379  3.7837837837837838E-01  1.6986466831024086E+03  1.3753446653589700E-06  1.5574831026230711E-03  1.0201050328397836E-03  1.2361879870342312E-03
  380  3.7937937937937938E-01  1.7331725870907845E+03  1.3603761605204527E-06  1.5718444463639077E-03  1.0246259303623155E-03  1.2294425839562202E-03
  381  3.8038038038038038E-01  1.7685818424612679E+03  1.3456272831706661E-06  1.5865679864907514E-03  1.0291770367485609E-03  1.2227597579840386E-03
  382  3.8138138138138138E-01  1.8049034494595045E+03  1.3310941131968749E-06  1.6016642376428532E-03  1.0337585020224833E-03  1.2161387499408276E-03
  383  3.8238238238238238E-01  1.8421675361555965E+03  1.3167727993341549E-06  1.6171440689507386E-03  1.0383704676562943E-03  1.2095788060928734E-03
  384  3.8338338338338338E-01  1.8804054078119718E+03  1.3026595575236247E-06  1.6330187176702496E-03  1.0430130662937178E-03  1.2030791779262008E-03
  385  3.8438438438438438E-01  1.9196495986574160E+03  1.2887506693168421E-06  1.6492998034157015E-03  1.0476864214780375E-03  1.1966391219285055E-03
  386  3.8538538538538539E-01  1.9599339261980113E+03  1.2750424803255580E-06  1.6659993430224811E-03  1.0523906473856741E-03  1.1902578993766006E-03
  387  3.8638638638638639E-01  2.0012935482036196E+03  1.2615313987160429E-06  1.6831297660711365E-03  1.0571258485660503E-03  1.1839347761295538E-03
  388  3.8738738738738739E-01  2.0437650225169540E+03  1.2482138937472229E-06  1.7007039311068454E-03  1.0618921196885121E-03  1.1776690224276952E-03
  389  3.8838838838838839E-01  2.0873863698412602E+03  1.2350864943518802E-06  1.7187351425900930E-03  1.0666895452970806E-03  1.1714599126976752E-03
  390  3.8938938938938939E-01  2.1321971396721866E+03  1.2221457877601881E-06  1.7372371686164563E-03  1.0715181995738113E-03  1.1653067253637503E-03
  391  3.9039039039039039E-01  2.1782384795496375E+03  1.2093884181648660E-06  1.7562242594455861E-03  1.0763781461115377E-03  1.1592087426654759E-03
  392  3.9139139139139139E-01  2.2255532078162881E+03  1.1968110854272476E-06  1.7757111668818031E-03  1.0812694376967735E-03  1.1531652504819785E-03
  393  3.9239239239239239E-01  2.2741858900810703E+03  1.1844105438235653E-06  1.7957131645511997E-03  1.0861921161035395E-03  1.1471755381629775E-03
  394  3.9339339339339339E-01  2.3241829195983532E+03  1.1721836008307590E-06  1.8162460691227629E-03  1.0911462118988705E-03  1.1412388983667214E-03
  395  3.9439439439439439E-01  2.3755926017867990E+03  1.1601271159511211E-06  1.8373262625238263E-03  1.0961317442607421E-03  1.1353546269049944E-03
  396  3.9539539539539540E-01  2.4284652431260454E+03  1.1482379995750884E-06  1.8589707152031208E-03  1.1011487208091410E-03  1.1295220225953437E-03
  397  3.9639639639639640E-01  2.4828532446845011E+03  1.1365132118814935E-06  1.8811970104978468E-03  1.1061971374509771E-03  1.1237403871206659E-03
  398  3.9739739739739740E-01  2.5388112005477314E+03  1.1249497617745816E-06  1.9040233701645402E-03  1.1112769782395107E-03  1.1180090248962820E-03
  399  3.9839839839839840E-01  2.5963960014342141E+03  1.1135447058570955E-06  1.9274686811370673E-03  1.1163882152489370E-03  1.1123272429446169E-03
  400  3.9939939939939940E-01  2.6556669438037631E+03  1.1022951474387219E-06  1.9515525235788728E-03  1.1215308084647370E-03  1.1066943507775868E-03
  401  4.0040040040040040E-01  2.7166858447837278E+03  1.0911982355791864E-06  1.9762952003006369E-03  1.1267047056903634E-03  1.1011096602867826E-03
  402  4.0140140140140140E-01  2.7795171632592803E+03  1.0802511641652701E-06  2.0017177676187913E-03  1.1319098424707916E-03  1.0955724856415228E-03
  403  4.0240240240240240E-01  2.8442281274968123E+03  1.0694511710210120E-06  2.0278420677349109E-03  1.1371461420334161E-03  1.0900821431948308E-03
  404  4.0340340340340340E-01  2.9108888696937781E+03  1.0587955370503464E-06  2.0546907627208665E-03  1.1424135152467288E-03  1.0846379513973758E-03
  405  4.0440440440440440E-01  2.9795725678743858E+03  1.0482815854114113E-06  2.0822873701998075E-03  1.1477118605971583E-03  1.0792392307193945E-03
  406  4.0540540540540541E-01  3.0503555955784639E+03  1.0379066807217491E-06  2.1106563008185717E-03  1.1530410641843989E-03  1.0738853035805956E-03
  407  4.0640640640640641E-01  3.1233176798207842E+03  1.0276682282936035E-06  2.1398228976130091E-03  1.1584009997354981E-03  1.0685754942880231E-03
  408  4.0740740740740741E-01  3.1985420678302419E+03  1.0175636733985049E-06  2.1698134773739939E-03  1.1637915286379095E-03  1.0633091289818388E-03
  409  4.0840840840840841E-01  3.2761157031127662E+03  1.0075905005603156E-06  2.2006553741286017E-03  1.1692124999916604E-03  1.0580855355889584E-03
  410  4.0940940940940941E-01  3.3561294114188334E+03  9.9774623287589450E-07  2.2323769848580895E-03  1.1746637506807144E-03  1.0529040437844565E-03
  411  4.1041041041041041E-01  3.4386780972361879E+03  9.8802843136252312E-07  2.2650078175819577E-03  1.1801451054635470E-03  1.0477639849606310E-03
  412  4.1141141141141141E-01  3.5238609514710591E+03  9.7843469433122133E-07  2.2985785419455417E-03  1.1856563770828844E-03  1.0426646922035980E-03
  413  4.1241241241241241E-01  3.6117816710270315E+03  9.6896265678506581E-07  2.3331210424573048E-03  1.1911973663944895E-03  1.0376055002772628E-03
  414  4.1341341341341341E-01  3.7025486910400429E+03  9.5960998984161190E-07  2.3686684745313394E-03  1.1967678625148111E-03  1.0325857456144916E-03
  415  4.1441441441441441E-01  3.7962754305810235E+03  9.5037440017850755E-07  2.4052553235005639E-03  1.2023676429872450E-03  1.0276047663152879E-03
  416  4.1541541541541542E-01  3.8930805526947652E+03  9.4125362950137692E-07  2.4429174667767829E-03  1.2079964739666901E-03  1.0226619021517527E-03
  417  4.1641641641641642E-01  3.9930882397050402E+03  9.3224545403304272E-07  2.4816922393452191E-03  1.2136541104220179E-03  1.0177564945795907E-03
  418  4.1741741741741742E-01  4.0964284847821515E+03  9.2334768402314892E-07  2.5216185027933713E-03  1.2193402963560062E-03  1.0128878867558997E-03
  419  4.1841841841841842E-01  4.2032374008403734E+03  9.1455816327723972E-07  2.5627367180871807E-03  1.2250547650422307E-03  1.0080554235629660E-03
  420  4.1941941941941942E-01  4.3136575479095663E+03  9.0587476870434789E-07  2.6050890223215620E-03  1.2307972392783450E-03  1.0032584516377666E-03
  421  4.2042042042042042E-01  4.4278382802080922E+03  8.9729540988214376E-07  2.6487193096874445E-03  1.2365674316551235E-03  9.9849631940686125E-04
  422  4.2142142142142142E-01  4.5459361142335280E+03  8.8881802863869742E-07  2.6936733169136699E-03  1.2423650448405867E-03  9.9376837712634554E-04
  423  4.2242242242242242E-01  4.6681151192841260E+03  8.8044059864991001E-07  2.7399987134594748E-03  1.2481897718784790E-03  9.8907397692651555E-04
  424  4.2342342342342342E-01  4.7945473319281246E+03  8.7216112505167549E-07  2.7877451967519615E-03  1.2540412965003205E-03  9.8441247286088566E-04
  425  4.2442442442442442E-01  4.9254131960505188E+03  8.6397764406584252E-07  2.8369645927830261E-03  1.2599192934502122E-03  9.7978322095918668E-04
  426  4.2542542542542543E-01  5.0609020302285027E+03  8.5588822263905657E-07  2.8877109624017776E-03  1.2658234288215325E-03  9.7518557928396186E-04
  427  4.2642642642642643E-01  5.2012125243182774E+03  8.4789095809357525E-07  2.9400407136616850E-03  1.2717533604046320E-03  9.7061890799036931E-04
  428  4.2742742742742743E-01  5.3465532672781609E+03  8.3998397778916531E-07  2.9940127206066454E-03  1.2777087380445993E-03  9.6608256938879216E-04
  429  4.2842842842842843E-01  5.4971433084068881E+03  8.3216543879520746E-07  3.0496884489070378E-03  1.2836892040081475E-03  9.6157592800985215E-04
  430  4.2942942942942943E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  431  4.3043043043043043E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  432  4.3143143143143143E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  433  4.3243243243243243E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  434  4.3343343343343343E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  435  4.3443443443443443E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  436  4.3543543543543544E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  437  4.3643643643643644E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  438  4.3743743743743744E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  439  4.3843843843843844E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  440  4.3943943943943944E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  441  4.4044044044044044E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  442  4.4144144144144144E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  443  4.4244244244244244E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  444  4.4344344344344344E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  445  4.4444444444444444E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  446  4.4544544544544545E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  447  4.4644644644644645E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  448  4.4744744744744745E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  449  4.4844844844844845E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  450  4.4944944944944945E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  451  4.5045045045045045E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  452  4.5145145145145145E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  453  4.5245245245245245E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  454  4.5345345345345345E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  455  4.5445445445445445E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  456  4.5545545545545546E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  457  4.5645645645645646E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  458  4.5745745745745746E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  459  4.5845845845845846E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  460  4.5945945945945946E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  461  4.6046046046046046E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  462  4.6146146146146146E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  463  4.6246246246246246E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  464  4.6346346346346346E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  465  4.6446446446446446E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  466  4.6546546546546547E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  467  4.6646646646646647E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  468  4.6746746746746747E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  469  4.6846846846846847E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  470  4.6946946946946947E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  471  4.7047047047047047E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  472  4.7147147147147147E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  473  4.7247247247247247E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  474  4.7347347347347347E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  475  4.7447447447447447E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  476  4.7547547547547548E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  477  4.7647647647647648E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  478  4.7747747747747748E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  479  4.7847847847847848E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  480  4.7947947947947948E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  481  4.8048048048048048E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  482  4.8148148148148148E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  483  4.8248248248248248E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  484  4.8348348348348348E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  485  4.8448448448448448E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  486  4.8548548548548549E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  487  4.8648648648648649E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  488  4.8748748748748749E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  489  4.8848848848848849E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  490  4.8948948948948949E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  491  4.9049049049049049E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  492  4.9149149149149149E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  493  4.9249249249249249E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  494  4.9349349349349349E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  495  4.9449449449449449E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  496  4.9549549549549550E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  497  4.9649649649649650E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  498  4.9749749749749750E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  499  4.9849849849849850E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  500  4.9949949949949950E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  501  5.0050050050050050E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  502  5.0150150150150150E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  503  5.0250250250250250E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  504  5.0350350350350350E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  505  5.0450450450450450E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  506  5.0550550550550551E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  507  5.0650650650650651E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  508  5.0750750750750751E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  509  5.0850850850850851E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  510  5.0950950950950951E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  511  5.1051051051051051E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  512  5.1151151151151151E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  513  5.1251251251251251E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  514  5.1351351351351351E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  515  5.1451451451451451E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  516  5.1551551551551552E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  517  5.1651651651651652E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  518  5.1751751751751752E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  519  5.1851851851851852E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  520  5.1951951951951952E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  521  5.2052052052052052E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  522  5.2152152152152152E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  523  5.2252252252252252E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  524  5.2352352352352352E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  525  5.2452452452452452E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  526  5.2552552552552553E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  527  5.2652652652652653E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  528  5.2752752752752753E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  529  5.2852852852852853E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  530  5.2952952952952953E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  531  5.3053053053053053E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  532  5.3153153153153153E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  533  5.3253253253253253E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  534  5.3353353353353353E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  535  5.3453453453453453E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  536  5.3553553553553554E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  537  5.3653653653653654E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  538  5.3753753753753754E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  539  5.3853853853853854E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  540  5.3953953953953954E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  541  5.4054054054054054E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  542  5.4154154154154154E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  543  5.4254254254254254E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  544  5.4354354354354354E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  545  5.4454454454454454E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  546  5.4554554554554555E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  547  5.4654654654654655E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  548  5.4754754754754755E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  549  5.4854854854854855E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  550  5.4954954954954955E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  551  5.5055055055055055E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  552  5.5155155155155155E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  553  5.5255255255255255E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  554  5.5355355355355355E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  555  5.5455455455455455E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
  556  5.5555555555555556E-01  1.3948944160705089E+03  1.3948944160705091E-09  9.2992961071367286E-10  0.0000000000000000E+00  1.0540925533894598E-06
